experiment,train_time,eval_time
result/REDD_Fridge_1min/256/NILMFormer_2,1.467,0.161
result/REDD_Fridge_1min/512/NILMFormer_0,1.419,0.076
result/REDD_Fridge_1min/512/NILMFormer_1,2.305,0.075
result/REDD_Fridge_1min/512/NILMFormer_2,2.19,0.075
result/REDD_WashingMachine_1min/128/NILMFormer_0,2.726,0.311
result/REDD_WashingMachine_1min/128/BERT4NILM_0,7.464,0.249
result/REDD_WashingMachine_1min/128/BiLSTM_0,16.733,0.255
result/REDD_WashingMachine_1min/128/BiGRU_0,1.284,0.161
result/REDD_WashingMachine_1min/128/CNN1D_0,3.485,0.131
result/REDD_WashingMachine_1min/128/DAResNet_0,24.412,0.402
result/REDD_WashingMachine_1min/128/NILMFormer_1,2.555,0.327
result/REDD_WashingMachine_1min/128/BERT4NILM_1,7.442,0.224
result/REDD_WashingMachine_1min/128/BiLSTM_1,15.302,0.26
result/REDD_WashingMachine_1min/128/BiGRU_1,1.253,0.16
result/REDD_WashingMachine_1min/128/CNN1D_1,3.038,0.159
result/REDD_WashingMachine_1min/128/DAResNet_1,23.969,0.41
result/REDD_WashingMachine_1min/128/NILMFormer_2,2.321,0.325
result/REDD_WashingMachine_1min/128/BERT4NILM_2,7.488,0.253
result/REDD_WashingMachine_1min/128/BiLSTM_2,15.413,0.261
result/REDD_WashingMachine_1min/128/BiGRU_2,0.956,0.16
result/REDD_WashingMachine_1min/128/CNN1D_2,3.075,0.158
result/REDD_WashingMachine_1min/128/DAResNet_2,23.875,0.403
result/REDD_WashingMachine_1min/256/NILMFormer_0,2.417,0.156
result/REDD_WashingMachine_1min/256/BERT4NILM_0,7.112,0.141
result/REDD_WashingMachine_1min/256/BiLSTM_0,19.373,0.171
result/REDD_WashingMachine_1min/256/BiGRU_0,0.757,0.101
result/REDD_WashingMachine_1min/256/CNN1D_0,8.465,0.119
result/REDD_WashingMachine_1min/256/DAResNet_0,44.535,0.239
result/REDD_WashingMachine_1min/256/NILMFormer_1,2.449,0.156
result/REDD_WashingMachine_1min/256/BERT4NILM_1,7.045,0.11
result/REDD_WashingMachine_1min/256/BiLSTM_1,19.331,0.194
result/REDD_WashingMachine_1min/256/BiGRU_1,1.062,0.131
result/REDD_WashingMachine_1min/256/CNN1D_1,5.745,0.104
result/REDD_WashingMachine_1min/256/DAResNet_1,29.963,0.331
result/REDD_WashingMachine_1min/256/NILMFormer_2,1.948,0.157
result/REDD_WashingMachine_1min/256/BERT4NILM_2,7.004,0.112
result/REDD_WashingMachine_1min/256/BiLSTM_2,29.894,0.172
result/REDD_WashingMachine_1min/256/BiGRU_2,1.323,0.107
result/REDD_WashingMachine_1min/256/CNN1D_2,9.716,0.1
result/REDD_WashingMachine_1min/256/DAResNet_2,30.468,0.281
result/REDD_WashingMachine_1min/512/NILMFormer_0,2.265,0.09
result/REDD_WashingMachine_1min/512/BERT4NILM_0,4.886,0.053
result/REDD_WashingMachine_1min/512/BiLSTM_0,37.119,0.159
result/REDD_WashingMachine_1min/512/BiGRU_0,0.663,0.069
result/REDD_WashingMachine_1min/512/CNN1D_0,9.52,0.035
result/REDD_WashingMachine_1min/512/DAResNet_0,58.431,0.114
result/REDD_WashingMachine_1min/512/NILMFormer_1,2.273,0.077
result/REDD_WashingMachine_1min/512/BERT4NILM_1,7.006,0.111
result/REDD_WashingMachine_1min/512/BiLSTM_1,37.158,0.153
result/REDD_WashingMachine_1min/512/BiGRU_1,1.238,0.072
result/REDD_WashingMachine_1min/512/CNN1D_1,9.595,0.083
result/REDD_WashingMachine_1min/512/DAResNet_1,86.906,0.14
result/REDD_WashingMachine_1min/512/NILMFormer_2,1.619,0.113
result/REDD_WashingMachine_1min/512/BERT4NILM_2,8.281,0.078
result/REDD_WashingMachine_1min/512/BiLSTM_2,42.073,0.138
result/REDD_WashingMachine_1min/512/BiGRU_2,1.376,0.072
result/REDD_WashingMachine_1min/512/CNN1D_2,10.99,0.041
result/REDD_WashingMachine_1min/512/DAResNet_2,58.208,0.102
result/REDD_Dishwasher_1min/128/NILMFormer_0,2.847,0.37
result/REDD_Dishwasher_1min/128/BERT4NILM_0,10.945,0.279
result/REDD_Dishwasher_1min/128/BiLSTM_0,31.215,0.27
result/REDD_Dishwasher_1min/128/BiGRU_0,3.834,1.494
result/REDD_Dishwasher_1min/128/CNN1D_0,5.574,1.212
result/REDD_Dishwasher_1min/128/DAResNet_0,35.523,1.829
result/REDD_Dishwasher_1min/128/NILMFormer_1,6.62,1.669
result/REDD_Dishwasher_1min/128/BERT4NILM_1,12.202,0.233
result/REDD_Dishwasher_1min/128/BiLSTM_1,17.426,0.812
result/REDD_Dishwasher_1min/128/BiGRU_1,5.879,1.261
result/REDD_Dishwasher_1min/128/CNN1D_1,10.977,0.134
result/REDD_Dishwasher_1min/128/DAResNet_1,29.301,0.49
result/REDD_Dishwasher_1min/128/NILMFormer_2,5.2,0.347
result/REDD_Dishwasher_1min/128/BERT4NILM_2,8.757,1.608
result/REDD_Dishwasher_1min/128/BiLSTM_2,30.737,1.407
result/REDD_Dishwasher_1min/128/BiGRU_2,1.779,1.49
result/REDD_Dishwasher_1min/128/CNN1D_2,13.745,0.176
result/REDD_Dishwasher_1min/128/DAResNet_2,30.504,0.458
result/REDD_Dishwasher_1min/256/NILMFormer_0,4.176,0.775
result/REDD_Dishwasher_1min/256/BERT4NILM_0,15.523,0.144
result/REDD_Dishwasher_1min/256/BiLSTM_0,29.585,0.425
result/REDD_Dishwasher_1min/256/BiGRU_0,3.214,0.129
result/REDD_Dishwasher_1min/256/CNN1D_0,19.39,0.109
result/REDD_Dishwasher_1min/256/DAResNet_0,31.485,0.832
result/REDD_Dishwasher_1min/256/NILMFormer_1,3.937,0.761
result/REDD_Dishwasher_1min/256/BERT4NILM_1,8.709,0.721
result/REDD_Dishwasher_1min/256/BiLSTM_1,31.6,0.205
result/REDD_Dishwasher_1min/256/BiGRU_1,2.206,0.747
result/REDD_Dishwasher_1min/256/CNN1D_1,6.977,0.46
result/REDD_Dishwasher_1min/256/DAResNet_1,16.818,0.795
result/REDD_Dishwasher_1min/256/NILMFormer_2,3.719,0.769
result/REDD_Dishwasher_1min/256/BERT4NILM_2,8.521,0.709
result/REDD_Dishwasher_1min/256/BiLSTM_2,29.904,0.205
result/REDD_Dishwasher_1min/256/BiGRU_2,2.356,0.719
result/REDD_Dishwasher_1min/256/CNN1D_2,4.281,0.475
result/REDD_Dishwasher_1min/256/DAResNet_2,31.36,0.789
result/REDD_Dishwasher_1min/512/NILMFormer_0,1.967,0.081
result/REDD_Dishwasher_1min/512/BERT4NILM_0,7.419,0.111
result/REDD_Dishwasher_1min/512/BiLSTM_0,39.49,0.178
result/REDD_Dishwasher_1min/512/BiGRU_0,1.906,0.329
result/REDD_Dishwasher_1min/512/CNN1D_0,9.986,0.096
result/REDD_Dishwasher_1min/512/DAResNet_0,29.977,0.273
result/REDD_Dishwasher_1min/512/NILMFormer_1,2.828,0.345
result/REDD_Dishwasher_1min/512/BERT4NILM_1,5.69,0.133
result/REDD_Dishwasher_1min/512/BiLSTM_1,19.196,0.441
result/REDD_Dishwasher_1min/512/BiGRU_1,1.659,0.319
result/REDD_Dishwasher_1min/512/CNN1D_1,9.941,0.105
result/REDD_Dishwasher_1min/512/DAResNet_1,58.583,0.142
result/REDD_Dishwasher_1min/512/NILMFormer_2,2.79,0.347
result/REDD_Dishwasher_1min/512/BERT4NILM_2,5.549,0.12
result/REDD_Dishwasher_1min/512/BiLSTM_2,38.185,0.138
result/REDD_Dishwasher_1min/512/BiGRU_2,1.634,0.314
result/REDD_Dishwasher_1min/512/CNN1D_2,9.937,0.077
result/REDD_Dishwasher_1min/512/DAResNet_2,29.675,0.364
result/REDD_Microwave_1min/128/NILMFormer_0,4.819,1.659
result/REDD_Microwave_1min/128/BERT4NILM_0,8.685,0.356
result/REDD_Microwave_1min/128/BiLSTM_0,16.841,0.289
result/REDD_Microwave_1min/128/BiGRU_0,3.421,1.485
result/REDD_Microwave_1min/128/CNN1D_0,10.319,1.398
result/REDD_Microwave_1min/128/DAResNet_0,33.491,1.735
result/REDD_Microwave_1min/128/NILMFormer_1,7.504,1.668
result/REDD_Microwave_1min/128/BERT4NILM_1,16.781,0.25
result/REDD_Microwave_1min/128/BiLSTM_1,16.59,0.433
result/REDD_Microwave_1min/128/BiGRU_1,4.772,0.167
result/REDD_Microwave_1min/128/CNN1D_1,5.455,0.169
result/REDD_Microwave_1min/128/DAResNet_1,27.802,1.507
result/REDD_Microwave_1min/128/NILMFormer_2,4.827,1.656
result/REDD_Microwave_1min/128/BERT4NILM_2,9.777,1.588
result/REDD_Microwave_1min/128/BiLSTM_2,16.888,1.051
result/REDD_Microwave_1min/128/BiGRU_2,3.687,1.453
result/REDD_Microwave_1min/128/CNN1D_2,5.377,0.135
result/REDD_Microwave_1min/128/DAResNet_2,16.617,0.654
result/REDD_Microwave_1min/256/NILMFormer_0,1.837,0.256
result/REDD_Microwave_1min/256/BERT4NILM_0,6.651,0.112
result/REDD_Microwave_1min/256/BiLSTM_0,21.12,0.705
result/REDD_Microwave_1min/256/BiGRU_0,2.115,0.726
result/REDD_Microwave_1min/256/CNN1D_0,10.192,0.17
result/REDD_Microwave_1min/256/DAResNet_0,47.8,0.208
result/REDD_Microwave_1min/256/NILMFormer_1,3.667,0.775
result/REDD_Microwave_1min/256/BERT4NILM_1,8.828,0.671
result/REDD_Microwave_1min/256/BiLSTM_1,22.188,0.189
result/REDD_Microwave_1min/256/BiGRU_1,2.91,0.743
result/REDD_Microwave_1min/256/CNN1D_1,10.561,0.073
result/REDD_Microwave_1min/256/DAResNet_1,48.237,0.754
result/REDD_Microwave_1min/256/NILMFormer_2,3.612,0.762
result/REDD_Microwave_1min/256/BERT4NILM_2,8.548,0.73
result/REDD_Microwave_1min/256/BiLSTM_2,21.146,0.372
result/REDD_Microwave_1min/256/BiGRU_2,2.55,0.744
result/REDD_Microwave_1min/256/CNN1D_2,9.476,0.07
result/REDD_Microwave_1min/256/DAResNet_2,60.754,0.713
result/REDD_Microwave_1min/512/NILMFormer_0,5.268,0.077
result/REDD_Microwave_1min/512/BERT4NILM_0,7.834,0.063
result/REDD_Microwave_1min/512/BiLSTM_0,39.0,0.315
result/REDD_Microwave_1min/512/BiGRU_0,1.296,0.343
result/REDD_Microwave_1min/512/CNN1D_0,10.478,0.112
result/REDD_Microwave_1min/512/DAResNet_0,61.062,0.223
result/REDD_Microwave_1min/512/NILMFormer_1,2.916,0.341
result/REDD_Microwave_1min/512/BERT4NILM_1,3.547,0.055
result/REDD_Microwave_1min/512/BiLSTM_1,38.822,0.186
result/REDD_Microwave_1min/512/BiGRU_1,1.876,0.334
result/REDD_Microwave_1min/512/CNN1D_1,10.335,0.094
result/REDD_Microwave_1min/512/DAResNet_1,61.329,0.173
result/REDD_Microwave_1min/512/NILMFormer_2,2.043,0.338
result/REDD_Microwave_1min/512/BERT4NILM_2,3.555,0.313
result/REDD_Microwave_1min/512/BiLSTM_2,61.814,0.367
result/REDD_Microwave_1min/512/BiGRU_2,2.244,0.337
result/REDD_Microwave_1min/512/CNN1D_2,17.258,0.036
result/REDD_Microwave_1min/512/DAResNet_2,95.941,0.329
result/REDD_Fridge_1min/128/NILMFormer_0,4.621,0.474
result/REDD_Fridge_1min/128/BERT4NILM_0,9.186,0.376
result/REDD_Fridge_1min/128/BiLSTM_0,23.409,0.301
result/REDD_Fridge_1min/128/BiGRU_0,3.809,1.46
result/REDD_Fridge_1min/128/CNN1D_0,15.4,0.172
result/REDD_Fridge_1min/128/DAResNet_0,42.505,1.466
result/REDD_Fridge_1min/128/NILMFormer_1,7.147,1.662
result/REDD_Fridge_1min/128/BERT4NILM_1,12.143,0.719
result/REDD_Fridge_1min/128/BiLSTM_1,27.585,0.507
result/REDD_Fridge_1min/128/BiGRU_1,4.386,1.494
result/REDD_Fridge_1min/128/CNN1D_1,15.358,0.132
result/REDD_Fridge_1min/128/DAResNet_1,28.324,0.994
result/REDD_Fridge_1min/128/NILMFormer_2,7.216,1.667
result/REDD_Fridge_1min/128/BERT4NILM_2,11.258,1.489
result/REDD_Fridge_1min/128/BiLSTM_2,26.991,0.31
result/REDD_Fridge_1min/128/BiGRU_2,4.521,1.457
result/REDD_Fridge_1min/128/CNN1D_2,15.241,0.19
result/REDD_Fridge_1min/128/DAResNet_2,41.943,0.439
result/REDD_Fridge_1min/256/NILMFormer_0,3.213,0.161
result/REDD_Fridge_1min/256/BERT4NILM_0,12.759,0.642
result/REDD_Fridge_1min/256/BiLSTM_0,48.347,0.229
result/REDD_Fridge_1min/256/BiGRU_0,2.365,0.705
result/REDD_Fridge_1min/256/CNN1D_0,16.455,0.063
result/REDD_Fridge_1min/256/DAResNet_0,31.079,0.303
result/REDD_Fridge_1min/256/NILMFormer_1,3.094,0.769
result/REDD_Fridge_1min/256/BERT4NILM_1,9.072,0.396
result/REDD_Fridge_1min/256/BiLSTM_1,21.909,0.667
result/REDD_Fridge_1min/256/BiGRU_1,2.409,0.774
result/REDD_Fridge_1min/256/CNN1D_1,10.287,0.098
result/REDD_Fridge_1min/256/DAResNet_1,32.426,0.385
result/REDD_Fridge_1min/256/NILMFormer_2,4.201,0.776
result/REDD_Fridge_1min/256/BERT4NILM_2,7.769,0.221
result/REDD_Fridge_1min/256/BiLSTM_2,20.64,0.263
result/REDD_Fridge_1min/256/BiGRU_2,1.333,0.172
result/REDD_Fridge_1min/256/CNN1D_2,23.395,0.069
result/REDD_Fridge_1min/256/DAResNet_2,48.56,0.231
result/REDD_Fridge_1min/512/NILMFormer_0,3.434,0.331
result/REDD_Fridge_1min/512/BERT4NILM_0,8.114,0.269
result/REDD_Fridge_1min/512/BiLSTM_0,40.004,0.162
result/REDD_Fridge_1min/512/BiGRU_0,1.447,0.345
result/REDD_Fridge_1min/512/CNN1D_0,10.381,0.094
result/REDD_Fridge_1min/512/DAResNet_0,62.47,0.352
result/REDD_Fridge_1min/512/NILMFormer_1,3.489,0.322
result/REDD_Fridge_1min/512/BERT4NILM_1,8.543,0.234
result/REDD_Fridge_1min/512/BiLSTM_1,42.742,0.446
result/REDD_Fridge_1min/512/BiGRU_1,1.863,0.336
result/REDD_Fridge_1min/512/CNN1D_1,10.935,0.102
result/REDD_Fridge_1min/512/DAResNet_1,134.809,0.254
result/REDD_Fridge_1min/512/NILMFormer_2,3.306,0.34
result/REDD_Fridge_1min/512/BERT4NILM_2,8.757,0.055
result/REDD_Fridge_1min/512/BiLSTM_2,42.923,0.143
result/REDD_Fridge_1min/512/BiGRU_2,1.403,0.321
result/REDD_Fridge_1min/512/CNN1D_2,11.523,0.139
result/REDD_Fridge_1min/512/DAResNet_2,100.842,0.14
result/UKDALE_WashingMachine_10s/128/TCN_KL_0,0,110.81
result/UKDALE_WashingMachine_10s/128/TCN_KL_1,0,112.289
result/UKDALE_WashingMachine_10s/128/TCN_KL_2,0,107.414
result/UKDALE_WashingMachine_10s/256/TCN_KL_0,0,55.624
result/UKDALE_WashingMachine_10s/256/TCN_KL_1,0,56.136
result/UKDALE_WashingMachine_10s/256/TCN_KL_2,0,55.665
result/UKDALE_WashingMachine_10s/512/TCN_KL_0,0,28.423
result/UKDALE_WashingMachine_10s/512/TCN_KL_1,0,27.908
result/UKDALE_WashingMachine_10s/512/TCN_KL_2,0,28.585
result/UKDALE_Dishwasher_10s/128/TCN_KL_0,0,111.092
result/UKDALE_Dishwasher_10s/128/TCN_KL_1,0,112.099
result/UKDALE_Dishwasher_10s/128/TCN_KL_2,0,111.964
result/UKDALE_Dishwasher_10s/256/TCN_KL_0,0,57.46
result/UKDALE_Dishwasher_10s/256/TCN_KL_1,0,55.725
result/UKDALE_Dishwasher_10s/256/TCN_KL_2,0,55.859
result/UKDALE_Dishwasher_10s/512/TCN_KL_0,0,29.079
result/UKDALE_Dishwasher_10s/512/TCN_KL_1,0,28.267
result/UKDALE_Dishwasher_10s/512/TCN_KL_2,0,28.944
result/UKDALE_Kettle_10s/128/TCN_KL_0,0,189.732
result/UKDALE_Kettle_10s/128/TCN_KL_1,0,187.428
result/UKDALE_Kettle_10s/128/TCN_KL_2,0,188.85
result/UKDALE_Kettle_10s/256/TCN_KL_0,0,95.644
result/UKDALE_Kettle_10s/256/TCN_KL_1,0,95.153
result/UKDALE_Kettle_10s/256/TCN_KL_2,0,95.935
result/UKDALE_Kettle_10s/512/TCN_KL_0,0,48.215
result/UKDALE_Kettle_10s/512/TCN_KL_1,0,48.626
result/UKDALE_Kettle_10s/512/TCN_KL_2,0,47.777
result/UKDALE_Microwave_10s/128/TCN_KL_0,0,112.456
result/UKDALE_Microwave_10s/128/TCN_KL_1,0,110.952
result/UKDALE_Microwave_10s/128/TCN_KL_2,0,110.438
result/UKDALE_Microwave_10s/256/TCN_KL_0,0,56.34
result/UKDALE_Microwave_10s/256/TCN_KL_1,0,55.627
result/UKDALE_Microwave_10s/256/TCN_KL_2,0,54.212
result/UKDALE_Microwave_10s/512/TCN_KL_0,0,28.068
result/UKDALE_Microwave_10s/512/TCN_KL_1,0,28.677
result/UKDALE_Microwave_10s/512/TCN_KL_2,0,28.521
result/UKDALE_Fridge_10s/128/TCN_KL_0,0,113.238
result/UKDALE_Fridge_10s/128/TCN_KL_1,0,110.058
result/UKDALE_Fridge_10s/128/TCN_KL_2,0,110.394
result/UKDALE_Fridge_10s/256/TCN_KL_0,0,54.574
result/UKDALE_Fridge_10s/256/TCN_KL_1,0,55.573
result/UKDALE_Fridge_10s/256/TCN_KL_2,0,59.418
result/UKDALE_Fridge_10s/512/TCN_KL_0,0,28.514
result/UKDALE_Fridge_10s/512/TCN_KL_1,0,28.127
result/UKDALE_Fridge_10s/512/TCN_KL_2,0,28.528
result-synagg/REDD_WashingMachine_10s/128/NILMFormer_0,186.625,10.405
result-synagg/REDD_WashingMachine_10s/128/BERT4NILM_0,157.348,13.687
result-synagg/REDD_WashingMachine_10s/128/BiLSTM_0,76.217,4.489
result-synagg/REDD_WashingMachine_10s/128/BiGRU_0,68.826,4.573
result-synagg/UKDALE_WashingMachine_10s/128/NILMFormer_0,1152.367,43.46
result-synagg/REDD_WashingMachine_10s/128/CNN1D_0,167.561,13.356
result-synagg/REDD_WashingMachine_10s/128/NILMFormer_0,161.594,9.675
result-synagg/REDD_WashingMachine_10s/128/BERT4NILM_0,136.094,7.345
result-synagg/REDD_WashingMachine_10s/128/BiLSTM_0,72.573,4.177
result-synagg/REDD_WashingMachine_10s/128/BiGRU_0,117.933,4.692
result-synagg/REDD_WashingMachine_10s/128/CNN1D_0,124.971,5.261
result/REDD_WashingMachine_10s/128/BERT4NILM_1,240.51,20.514
result/REDD_WashingMachine_10s/128/BiLSTM_1,210.218,4.744
result/REDD_WashingMachine_10s/128/BiGRU_1,177.401,11.953
result/REDD_WashingMachine_10s/128/CNN1D_1,214.464,13.333
result/REDD_WashingMachine_10s/128/NILMFormer_2,264.719,29.337
result/REDD_WashingMachine_10s/128/BERT4NILM_2,138.958,7.365
result/REDD_WashingMachine_10s/128/BiLSTM_2,125.61,4.435
result/REDD_WashingMachine_10s/128/BiGRU_2,120.713,4.453
result/UKDALE_WashingMachine_10s/128/NILMFormer_0,2233.423,45.226
result/REDD_WashingMachine_10s/128/CNN1D_2,130.034,13.327
result/REDD_WashingMachine_10s/256/NILMFormer_0,90.341,14.746
result/REDD_WashingMachine_10s/256/BERT4NILM_0,126.4,10.189
result/REDD_WashingMachine_10s/256/BiLSTM_0,154.29,4.278
result/REDD_WashingMachine_10s/256/BiGRU_0,106.238,6.267
result/REDD_WashingMachine_10s/256/CNN1D_0,104.211,6.911
result/REDD_WashingMachine_10s/256/NILMFormer_1,74.702,5.154
result/REDD_WashingMachine_10s/256/BERT4NILM_1,68.202,3.762
result/UKDALE_WashingMachine_10s/128/BERT4NILM_0,1954.605,32.931
result/REDD_WashingMachine_10s/256/BiLSTM_1,82.705,3.466
result/REDD_WashingMachine_10s/256/BiGRU_1,84.966,11.73
result/REDD_WashingMachine_10s/256/CNN1D_1,92.51,11.29
result/REDD_WashingMachine_10s/256/DAResNet_1,133.257,18.385
result/REDD_WashingMachine_10s/256/NILMFormer_2,104.115,14.319
result/REDD_WashingMachine_10s/256/BERT4NILM_2,93.935,11.677
result/REDD_WashingMachine_10s/256/BiLSTM_2,114.654,12.467
result/REDD_WashingMachine_10s/256/BiGRU_2,92.223,11.729
result/REDD_WashingMachine_10s/256/CNN1D_2,92.453,11.291
result/REDD_WashingMachine_10s/256/DAResNet_2,133.493,17.924
result/REDD_WashingMachine_10s/512/NILMFormer_0,58.333,7.282
result/REDD_WashingMachine_10s/512/BERT4NILM_0,51.991,5.886
result/REDD_WashingMachine_10s/512/BiLSTM_0,113.181,8.337
result/REDD_WashingMachine_10s/512/BiGRU_0,48.498,6.144
result/REDD_WashingMachine_10s/512/CNN1D_0,49.278,5.699
result/REDD_WashingMachine_10s/512/DAResNet_0,119.658,9.598
result/REDD_WashingMachine_10s/512/NILMFormer_1,58.214,7.277
result/REDD_WashingMachine_10s/512/BERT4NILM_1,49.913,5.96
result/REDD_WashingMachine_10s/512/BiLSTM_1,113.27,8.327
result/REDD_WashingMachine_10s/512/BiGRU_1,48.736,6.143
result/REDD_WashingMachine_10s/512/CNN1D_1,49.285,5.691
result/REDD_WashingMachine_10s/512/DAResNet_1,119.813,9.565
result/REDD_WashingMachine_10s/512/NILMFormer_2,58.37,7.27
result/REDD_WashingMachine_10s/512/BERT4NILM_2,49.814,5.877
result/REDD_WashingMachine_10s/512/BiLSTM_2,113.289,8.332
result/REDD_WashingMachine_10s/512/BiGRU_2,48.783,6.142
result/REDD_WashingMachine_10s/512/CNN1D_2,49.288,5.686
result/REDD_WashingMachine_10s/512/DAResNet_2,148.135,9.662
result/REDD_Dishwasher_10s/128/NILMFormer_0,225.171,28.535
result/REDD_Dishwasher_10s/128/BERT4NILM_0,211.797,23.031
result/REDD_Dishwasher_10s/128/BiLSTM_0,215.829,23.69
result/REDD_Dishwasher_10s/128/BiGRU_0,208.404,22.903
result/REDD_Dishwasher_10s/128/CNN1D_0,211.715,22.507
result/REDD_Dishwasher_10s/128/NILMFormer_1,226.019,28.528
result/REDD_Dishwasher_10s/128/BERT4NILM_1,210.961,23.092
result/REDD_Dishwasher_10s/128/BiLSTM_1,215.797,23.686
result/REDD_Dishwasher_10s/128/BiGRU_1,208.388,22.902
result/REDD_Dishwasher_10s/128/CNN1D_1,211.661,22.501
result/REDD_Dishwasher_10s/128/NILMFormer_2,228.799,29.506
result/REDD_Dishwasher_10s/128/BERT4NILM_2,217.984,25.749
result/REDD_Dishwasher_10s/128/BiLSTM_2,215.783,23.689
result/REDD_Dishwasher_10s/128/BiGRU_2,208.46,22.904
result/REDD_Dishwasher_10s/128/CNN1D_2,211.726,22.498
result/REDD_Dishwasher_10s/256/NILMFormer_0,119.736,15.243
result/REDD_Dishwasher_10s/256/BERT4NILM_0,115.846,11.617
result/REDD_Dishwasher_10s/256/BiLSTM_0,137.257,12.477
result/REDD_Dishwasher_10s/256/BiGRU_0,105.707,11.735
result/REDD_Dishwasher_10s/256/CNN1D_0,112.538,11.295
result/REDD_Dishwasher_10s/256/DAResNet_0,141.099,18.352
result/REDD_Dishwasher_10s/256/NILMFormer_1,115.538,14.33
result/REDD_Dishwasher_10s/256/BERT4NILM_1,111.983,11.651
result/REDD_Dishwasher_10s/256/BiLSTM_1,137.32,12.477
result/REDD_Dishwasher_10s/256/BiGRU_1,105.727,11.735
result/REDD_Dishwasher_10s/256/CNN1D_1,106.487,11.291
result/REDD_Dishwasher_10s/256/DAResNet_1,141.015,18.447
result/REDD_Dishwasher_10s/256/NILMFormer_2,116.226,14.331
result/REDD_Dishwasher_10s/256/BERT4NILM_2,112.033,11.609
result/REDD_Dishwasher_10s/256/BiLSTM_2,137.31,12.478
result/REDD_Dishwasher_10s/256/BiGRU_2,105.681,11.736
result/REDD_Dishwasher_10s/256/CNN1D_2,106.463,11.296
result/REDD_Dishwasher_10s/256/DAResNet_2,141.04,18.373
result/REDD_Dishwasher_10s/512/NILMFormer_0,65.328,7.279
result/REDD_Dishwasher_10s/512/BERT4NILM_0,60.678,5.881
result/REDD_Dishwasher_10s/512/BiLSTM_0,117.766,8.334
result/REDD_Dishwasher_10s/512/BiGRU_0,54.849,6.142
result/REDD_Dishwasher_10s/512/CNN1D_0,55.652,5.691
result/REDD_Dishwasher_10s/512/DAResNet_0,95.016,9.663
result/REDD_Dishwasher_10s/512/NILMFormer_1,65.166,7.276
result/REDD_Dishwasher_10s/512/BERT4NILM_1,60.658,5.889
result/REDD_Dishwasher_10s/512/BiLSTM_1,117.622,8.327
result/REDD_Dishwasher_10s/512/BiGRU_1,57.668,6.138
result/REDD_Dishwasher_10s/512/CNN1D_1,55.727,5.697
result/REDD_Dishwasher_10s/512/DAResNet_1,94.793,9.628
result/REDD_Dishwasher_10s/512/NILMFormer_2,65.893,7.269
result/REDD_Dishwasher_10s/512/BERT4NILM_2,58.595,5.876
result/REDD_Dishwasher_10s/512/BiLSTM_2,117.725,8.329
result/REDD_Dishwasher_10s/512/BiGRU_2,54.809,6.145
result/REDD_Dishwasher_10s/512/CNN1D_2,55.705,5.686
result/REDD_Dishwasher_10s/512/DAResNet_2,94.494,9.974
result/REDD_Microwave_10s/128/NILMFormer_0,155.01,28.528
result/REDD_Microwave_10s/128/BERT4NILM_0,140.794,23.073
result/REDD_Microwave_10s/128/BiLSTM_0,145.409,23.682
result/REDD_Microwave_10s/128/BiGRU_0,138.546,24.585
result/REDD_Microwave_10s/128/CNN1D_0,157.415,24.706
result/REDD_Microwave_10s/128/NILMFormer_1,155.91,28.604
result/REDD_Microwave_10s/128/BERT4NILM_1,140.902,23.141
result/REDD_Microwave_10s/128/BiLSTM_1,145.437,23.686
result/REDD_Microwave_10s/128/BiGRU_1,138.58,22.899
result/REDD_Microwave_10s/128/CNN1D_1,139.254,22.598
result/REDD_Microwave_10s/128/NILMFormer_2,155.027,28.62
result/REDD_Microwave_10s/128/BERT4NILM_2,141.335,23.036
result/REDD_Microwave_10s/128/BiLSTM_2,145.509,23.697
result/REDD_Microwave_10s/128/BiGRU_2,138.598,22.896
result/REDD_Microwave_10s/128/CNN1D_2,140.38,22.509
result/REDD_Microwave_10s/256/NILMFormer_0,82.709,14.479
result/REDD_Microwave_10s/256/BERT4NILM_0,73.213,11.611
result/REDD_Microwave_10s/256/BiLSTM_0,83.377,12.474
result/REDD_Microwave_10s/256/BiGRU_0,71.604,11.737
result/REDD_Microwave_10s/256/CNN1D_0,72.178,11.293
result/REDD_Microwave_10s/256/DAResNet_0,105.252,18.807
result/REDD_Microwave_10s/256/NILMFormer_1,80.379,14.487
result/REDD_Microwave_10s/256/BERT4NILM_1,73.106,11.885
result/REDD_Microwave_10s/256/BiLSTM_1,83.449,12.596
result/REDD_Microwave_10s/256/BiGRU_1,71.497,11.849
result/REDD_Microwave_10s/256/CNN1D_1,72.041,11.399
result/REDD_Microwave_10s/256/DAResNet_1,105.559,18.893
result/REDD_Microwave_10s/256/NILMFormer_2,80.188,14.476
result/REDD_Microwave_10s/256/BERT4NILM_2,73.085,11.862
result/REDD_Microwave_10s/256/BiLSTM_2,83.327,12.588
result/REDD_Microwave_10s/256/BiGRU_2,71.475,11.847
result/REDD_Microwave_10s/256/CNN1D_2,71.927,11.409
result/REDD_Microwave_10s/256/DAResNet_2,105.639,18.57
result/REDD_Microwave_10s/512/NILMFormer_0,47.1,7.343
result/REDD_Microwave_10s/512/BERT4NILM_0,39.448,6.1
result/REDD_Microwave_10s/512/BiLSTM_0,99.985,8.427
result/REDD_Microwave_10s/512/BiGRU_0,41.223,6.146
result/REDD_Microwave_10s/512/CNN1D_0,39.125,5.684
